date,revenue_forecast,revenue_lower,revenue_upper,channel,spend_current,spend_proposed,period
2025-01-24,393.6761980368591,218.5399775836223,579.758689319561,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-01-25,392.84571973727833,212.89606622456645,586.0215929400973,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-01-26,347.7653451624614,169.0269821017022,540.0824179714812,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-01-27,373.6951977134537,178.1015260216427,555.2204335609598,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-01-28,397.3737202573509,204.14036375132034,582.184805107826,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-01-29,372.9142380869176,181.705656177123,561.8720579890075,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-01-30,410.18231117082905,227.6695936649314,596.502183330018,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-01-31,414.66323269253235,220.89682246469687,609.0027679814007,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-01,411.45160086183307,229.1043753405306,596.2302328835051,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-02,363.65684374486716,181.82993047396388,550.8179568872955,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-03,386.61616979772333,183.60753182958481,585.0415220669367,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-04,407.1517677095594,216.81681757396225,591.273105986101,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-05,379.4647849511393,192.62480272055666,572.7053912660933,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-06,413.5100010844215,222.04785735075194,596.7343544984859,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-07,414.86063291073594,224.07427364107713,601.2140506314787,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-08,408.6952782364066,217.9592530239241,610.5135614488859,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-09,358.20095516088355,169.63989995048144,569.5393865977973,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-10,378.7837818880629,185.8768972925422,568.6982263972635,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-11,397.32418604537844,212.7821288344065,577.3387241019084,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-12,368.0692294913573,179.12623608589618,550.4445757543227,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-13,401.00601088074455,223.84227232525163,589.7226690486887,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-14,401.7256176226093,216.97148633572064,581.8722135593501,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-15,395.409655989718,202.0629974015694,591.7048796957031,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-16,345.23332515377604,153.4896422014961,532.5000577067918,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-17,366.5765757228566,175.752548502251,548.1767850252461,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-18,386.28022428808094,189.3820735266012,565.3184404542056,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-19,358.5395800559928,173.26902239351196,560.8461676456859,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-20,393.2795044093966,196.71432305892324,587.1096603070741,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-21,396.02032349006214,200.8912020238901,589.0338994931656,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-22,391.86656237998204,209.935150919273,564.619119207093,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-23,343.9123997326173,160.9641598266177,526.6160051861931,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-24,367.4553117497578,186.59065932180673,562.369696035401,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-25,389.2547027245372,213.93545934158772,586.9251265798473,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-26,363.42800350613635,180.0750655541649,546.7967353519573,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-27,399.8280858339039,211.6709080205928,591.1069728859135,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-02-28,403.9113435999258,202.88463443316678,575.3525028200888,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-01,400.72825094399695,203.1315124863866,593.9610982248983,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-02,353.330718583213,161.19463642963387,531.8230460969022,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-03,376.98671535273894,186.94087722513325,552.1822021495155,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-04,398.4398725380213,208.07092946068806,592.5396816545359,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-05,371.8060505076578,175.98115705752588,559.114501170101,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-06,406.9507994486272,221.1782395102118,597.3219356077192,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-07,409.3570659692037,226.3061392353245,590.8326665926268,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-08,404.1150641279129,233.27393219263595,607.7273914786406,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-09,354.32817931182717,151.66604205546773,558.6717998825018,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-10,375.32636380428113,195.0865726115654,583.8806283397033,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-11,393.92383174609745,190.47250997000717,587.9380275946144,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-12,364.31356542130806,175.36285874893588,559.5916200469235,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-13,396.4425304596182,209.70436699521053,587.2191037221342,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-14,395.8770181349312,212.04820418338198,581.6224694897587,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-15,387.7901027969949,203.1899243429944,574.5124745691809,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-16,335.3651533264063,145.53132220835496,528.084338643432,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-17,354.0069268699811,171.66588515694067,538.3202819110564,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-18,370.5971188795455,188.3232336973234,564.3975112398814,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-19,339.3869427015973,143.84011088490567,527.6662458006584,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-20,370.37069086350726,181.16925932860295,558.203650715689,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-21,369.1497424818086,173.0306663887656,547.8168037289403,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-22,360.91904146224664,178.21581950352785,540.2962467046658,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-23,308.8700104364554,115.18676803071406,501.88896539037927,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-24,328.40144344345595,132.6260637741475,511.2546030679842,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-25,346.37525453263487,162.27324131598894,520.0617741946047,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-26,317.00964701407787,111.74373747904961,517.6350780585824,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-27,350.25363575197827,157.42097289545578,534.5050655667443,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-28,351.6523565183687,167.3570657306983,542.0113783052806,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-29,346.3351470393932,156.31394840435448,532.0003141842052,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-30,297.4203162487693,97.61370414881449,487.43073347377816,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-03-31,320.228089423992,137.86986580036432,493.66491523227205,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-01,341.53854580328124,144.0504715594154,535.9913964282225,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-02,315.4870494649688,112.8052313925232,503.38690738991727,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-03,351.9410403528989,170.16946267753812,550.0986858850525,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-04,356.3675544163576,158.69015124416362,549.0964836411445,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-05,353.8233947386605,176.923639337938,550.5732476188035,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-06,307.3618116356922,117.58664493383924,488.94507096856637,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-07,332.24712646136385,144.26074665150045,503.1062020095028,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-08,355.21407037455293,167.09405231699105,544.2193662097098,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-09,330.36430184588204,124.93582224811536,506.20534085709335,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-10,367.543942438207,194.8536698531358,552.59824744302,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-11,372.2114827201542,186.89448130113013,545.4660699280712,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-12,369.42797375600145,186.22584880875633,551.2361388819276,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-13,322.26336636235214,134.7236757103919,495.6242484765537,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-14,346.01044778540273,169.86593176659835,530.5976123746638,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-15,367.4431716139627,187.29732774599233,565.4308997061705,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-16,340.711878579752,145.1810491650317,524.523560528128,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-17,375.71928955391803,201.80580658699472,567.0983651071438,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-18,377.98667105705096,182.90090963796567,556.0169269019655,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-19,372.6421423203855,181.58392873196252,574.7625906564023,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-20,322.8250431963512,128.56650742010288,513.6244367641766,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-21,343.89787142946307,152.40838908602862,553.6749064319279,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-22,362.70264395797665,174.6647222622113,558.8991960339513,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-23,333.45423698688927,134.8931251871203,531.1839945801914,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-24,366.11463979313555,197.41552769486952,539.1107456898587,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-25,366.25757123146553,169.3659357304391,545.0031032088779,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-26,359.0554702512118,172.5217993831237,538.6630203839737,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-27,307.68281441179033,131.35249740143462,507.7313284402787,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-28,327.5273010975415,159.43236149327174,511.1725088003659,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-29,345.4457631045718,152.40603925238685,538.8997699645295,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-04-30,315.6573807697279,125.12140729825116,512.1793692866968,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-01,348.11812336554203,160.89309675511316,546.3187210555814,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-02,348.38585702566866,153.08218633479675,531.1021793513619,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-03,341.6081098266306,159.27335974482824,547.7377970436954,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-04,290.92641909216013,109.3947212325659,475.6969014975456,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-05,311.68875947191526,125.55354922193199,500.5565252619145,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-06,330.70688127177345,121.00665578862986,519.3583987696154,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-07,302.1510743628222,124.57010571065695,495.7069626894948,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-08,335.9262403758619,155.76313936993625,516.5455110599373,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-09,337.5386588550521,141.7242164593461,537.8329299753905,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-10,332.08538642132976,147.77213040231834,502.62216403442415,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-11,282.66016408022904,98.58185212194957,465.79205147835796,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-12,304.56728437230186,118.23410515987896,496.60247633582605,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-13,324.58020560618075,133.281376829285,518.8976044676889,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-14,296.8373919994049,119.89016490016091,498.5994525252445,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-15,331.21923280378763,141.13601685459116,510.8029681455084,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-16,333.21540412894524,146.0160378437843,515.2917410348543,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-17,327.9145988146469,139.66384499008706,521.538460094268,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-18,278.41049434194633,77.48109992026285,483.37021550671875,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-19,300.01541400156884,120.12379819309837,486.01043276839204,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-20,319.5184804075769,130.956796786444,509.24053303945107,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-21,291.08075997709966,91.146772097164,475.99199524209877,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-22,324.61127839600505,136.13510683132293,518.9112414556679,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-23,325.63330400210555,134.6888320096075,514.3028464460136,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-24,319.2728625883106,130.8756069167543,510.29484588608653,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-25,268.6633957620509,74.63171192976273,454.6900752449217,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-26,289.1580624723279,109.93692060138888,470.83470022691904,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-27,307.5865281754362,130.5067016809693,494.3439882252849,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-28,278.1487851080163,94.35200649075837,456.19927855160967,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-29,310.7899265489634,130.87707352752858,499.805093892871,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-30,311.06531146170397,133.5351496319411,490.81519470584254,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-05-31,304.1281180291396,129.26567039695382,491.9690646838935,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-01,253.13322733089421,56.43163755545338,453.04206204031567,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-02,273.4489594552198,83.5868820890181,462.3590337472066,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-03,291.9135218745812,94.09559806873942,482.6686061008062,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-04,262.728721208245,78.14591645645524,450.48183336632945,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-05,295.83486103864124,112.28210377289194,475.43634802476566,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-06,296.7762541303904,99.15571821175578,473.3087132565267,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-07,290.68933205343023,102.40665877511307,476.6919510559293,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-08,240.7072710309277,57.97317234417943,438.3724713418248,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-09,262.1726277692639,72.93591013711443,444.81830168292373,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-10,281.89481143764897,94.10229371321076,462.3915733776964,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-11,254.0449053116119,59.055622680774555,453.3798967502452,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-12,288.53172044490105,82.94767114661803,479.97715213519126,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-13,290.8684681283146,110.60482697008524,488.0282587127177,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-14,286.16199264115426,101.94043775105932,480.7833287613325,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-15,237.51844312745186,56.200606892425895,433.3003382406832,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-16,260.25684124323993,72.89656598218463,460.27744076322745,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-17,281.1673377332907,78.4771875121435,460.42290019155104,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-18,254.40664368865072,57.79761019123317,437.3352606954428,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-19,289.8744972856208,109.15719983770039,484.7367148888372,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-20,293.0805381188624,99.83554400322497,472.25115688062726,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-21,289.1335234418189,110.73464835338464,473.97096150819965,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-22,241.14676567350728,57.41346787792862,428.67295267547723,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-23,264.4512560522883,63.398420468893114,459.88246475973494,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-24,285.85328333284554,101.06298040474104,469.61777099116915,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-25,259.52905598315255,81.55941497636792,441.62267592170775,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-26,295.4002176478665,119.01660635553813,479.1875774409203,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-27,298.99966223591423,103.34342083231624,488.971530597394,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-28,295.4596214435712,115.25497106482622,491.0752187989884,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-29,247.91594537489215,59.893592783031444,441.4176815044851,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-06-30,271.7200840368685,95.08102317279166,455.9943690027913,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-01,293.6956215503588,107.45192300681987,480.7453118845246,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-02,268.0319130988751,83.26328502893925,453.23599145805866,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-03,304.6587531203021,106.51457118841165,495.77794253565804,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-04,309.11151570551493,108.09376686029611,491.0735060831041,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-05,306.51876913960706,105.04673778699919,484.08736325620123,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-06,260.0063080097217,80.88361606641169,441.64593082400427,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-07,284.90912598985096,100.9763475782731,468.428940408641,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-08,308.02818863411613,125.37592944135103,494.0058426152079,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-09,283.5245550790421,102.8222778245113,475.9856735075773,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-10,321.2947678943531,123.59533639444457,511.6539692292573,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-11,326.8369342112525,139.09800920109984,501.48190026962516,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-12,325.2394744447563,132.84627974503937,507.35085902984093,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-13,279.58644919923734,99.36707027578339,477.7838757842817,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-14,305.17094839781157,112.61914099286484,509.2192027383033,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-15,328.7533576861327,144.34577594462212,513.4286534092334,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-16,304.4570032214609,104.6682170672235,486.56911708893165,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-17,342.1450436756279,152.01917468154238,532.1566925846817,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-18,347.28798171787844,151.40497119276554,527.0558819020989,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-19,344.9537212534905,153.39749929202628,534.9967416431692,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-20,298.2140335197729,105.33071481041816,489.68346152143783,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-21,322.3588727747016,143.912110560937,507.2236690758715,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-22,344.15531885407364,149.22624590919028,526.937319883025,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-23,317.7436169134291,119.73060074138452,527.7040397770174,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-24,353.01416042981225,178.12585941240093,542.0121309213412,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-25,355.47477593649,174.48725642029063,550.8387794231468,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-26,350.24023155978307,151.96939409872195,526.5516359848635,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-27,300.4378382265844,117.86587046472823,481.77178615049553,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-28,321.42059996620935,142.85222468180112,512.6601380064712,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-29,340.0247160872453,139.82107634497183,521.4824202548947,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-30,310.46394014731646,95.18877366747783,496.1267799623222,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-07-31,342.7046847286481,144.93927605474425,522.17797451648,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-01,342.3312805728964,152.1805680698159,540.9654145092786,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-02,334.5333680920816,164.27009795209108,530.0018822041723,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-03,282.50935022661486,99.87995244088486,464.113563976888,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-04,301.6774257421187,120.63291740168543,491.3674690910127,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-05,318.9310690555027,121.68004951364263,503.8331478767255,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-06,288.5315236062461,109.95523679761774,475.54814717603426,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-07,320.4812567648971,133.79664197113996,506.94159183663925,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-08,320.38783890392546,129.9701926087017,505.49272009831213,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-09,313.4502720170557,119.82045875583013,520.5670110666916,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-10,262.8617361057189,46.106641068220306,452.49853000442954,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-11,284.0203021043336,93.87884220124104,465.7424857338204,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-12,303.78449656126065,121.8450821968969,505.31617533952493,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-13,276.3662928492307,111.54018545880763,480.3636277896029,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-14,311.70547287806994,134.25530304352404,510.0382781021252,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-15,315.33480600113495,132.69426065306894,501.6678392357034,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-16,312.36804291631995,121.81249841853587,505.8559437895644,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-17,265.9046541294221,96.22572518287545,470.43063319317446,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-18,291.24281296526175,96.52931453749324,482.09997432650334,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-19,315.137450641788,143.7148925839509,507.9813157417106,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-20,291.69589311673127,110.6690241798278,486.70315027785773,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-21,330.7549529601479,126.69696450147232,524.0761762798652,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-22,337.74884855957026,150.50611255719062,524.3812215449218,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-23,337.6998724643435,148.52791972569443,527.7933334482216,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-24,293.62566299529,100.69614150718371,490.59465537095195,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-25,320.7545064060388,132.37702087504593,506.2235104005459,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-26,345.7854292508918,163.51169762692388,525.0308789643937,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-27,322.7855296855662,133.71397196316946,510.51221926870335,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-28,361.5683686774276,170.45902128604564,539.7804817956426,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-29,367.5627514821169,184.41863145298714,565.7108510275258,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-30,365.80379090602105,186.19237922760163,548.8969592622173,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-08-31,319.3400888840345,130.63558851037067,508.75222365862317,Meta Ads,714.7945205479452,493.1506849315069,historical
2025-09-01,343.44845940379093,161.92197706245918,520.0464437687359,Meta Ads,714.7945205479452,493.1506849315069,historical
